Country,Year,Date,Holiday_Name,Local_Name,Type,Description,Holiday_Season,Holiday_Month
IN,2027,2027-12-24,Christmas Eve,,Optional Holiday,Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.,Winter,12
IN,2027,2027-12-25,First Day of Hanukkah,,Observance,"Hanukkah, also known as Chanukah or the Festival of Lights, is celebrated for 8 days between the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar.",Winter,12
IN,2027,2027-12-25,Christmas,,National Holiday,"Many Christians celebrate Christmas Day, which is a gazetted holiday in India, on December 25 each year.",Winter,12
IN,2027,2027-12-31,New Year's Eve,,Observance,"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar.",Winter,12
IN,2028,2028-01-01,Last day of Hanukkah,,Observance,"Hanukkah, also known as Chanukah or the Festival of Lights, is celebrated for eight days between the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar.",Winter,1
IN,2028,2028-01-01,New Year's Day,,Optional Holiday,New Year’s Day is celebrated many countries such as in India on the January 1 in the Gregorian calendar.,Winter,1
IN,2028,2028-01-15,Pongal,,"Hinduism, Optional Holiday","Many southern states in India, particularly Tamil Nadu, celebrate Pongal as a thanksgiving for the good harvest season in mid-January every year.",Winter,1
IN,2028,2028-01-15,Makar Sankranti,,"Hinduism, Optional Holiday",Makar Sankranti is a restricted holiday in India,Winter,1
IN,2028,2028-01-26,Republic Day,,National Holiday,India's Republic Day marks the anniversary of the adoption of the Indian constitution. It is an annual gazetted holiday in India on January 26.,Winter,1
IN,2028,2028-01-26,Lunar New Year,,Observance,Lunar New year is an annual global celebration in many countries including India.,Winter,1
IN,2028,2028-01-29,Ramadan Start,,Observance,"Ramadan is a period of prayer, reflection and fasting for many Muslims worldwide. It is the ninth month in the Islamic calendar.",Winter,1
IN,2028,2028-01-31,Vasant Panchami,,"Hinduism, Optional Holiday","Vasant Panchami, or India’s spring festival, is a Hindu event that includes special rituals and highlights the start of spring.",Winter,1
IN,2028,2028-02-14,Valentine's Day,,Observance,"Valentine’s Day is celebrated in many places worldwide, including in India, on February 14 each year.",Winter,2
IN,2028,2028-02-19,Shivaji Jayanti,,Optional Holiday,Shivaji Jayanti is a restricted holiday in India,Winter,2
IN,2028,2028-02-23,Maha Shivaratri/Shivaratri,,"National Holiday, Hinduism","Maha Shivratri is an annual festival dedicated to Shiva, the Hindu God of destruction. For devotees, is a day of reflection and meditation.",Winter,2
IN,2028,2028-02-27,Ramzan Id,,National Holiday,"One day of Eid-ul-Fitar, which marks the end of Ramadan, is a gazetted holiday in India.",Winter,2
IN,2028,2028-03-11,Holi,,"National Holiday, Hinduism","Holi is a spring festival of colors celebrated by Hindus, Sikhs and others. It celebrates the triumph of good over evil and the upcoming season of spring. The festival can last up to sixteen days.",Spring,3
IN,2028,2028-03-20T07:47:06+05:30,March Equinox,,Season,March Equinox in India (New Delhi),Spring,3
IN,2028,2028-03-27,Ugadi,,"Hinduism, Optional Holiday",Ugadi is a restricted holiday in India,Spring,3
IN,2028,2028-03-27,Gudi Padwa,,"Hinduism, Optional Holiday",Gudi Padwa is a restricted holiday in India,Spring,3
IN,2028,2028-04-03,Rama Navami,,"National Holiday, Hinduism","Rama Navami is a Hindu festival that celebrates the birth of Rama, the first son of King Dasaratha of Ayodhya.",Spring,4
IN,2028,2028-04-11,First day of Passover,,Observance,"During Passover, the Jewish people remember the liberation of the Israelites from slavery, their exodus from Egypt, and that their first-born children were spared during the 10th plague, as told in the Haggadah.",Spring,4
IN,2028,2028-04-13,Maundy Thursday,,"Observance, Christian",Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.,Spring,4
IN,2028,2028-04-14,Good Friday,,National Holiday,Many Christians commemorate Jesus Christ’s crucifixion and death on Good Friday. It is a gazetted holiday in India.,Spring,4
IN,2028,2028-04-14,Ambedkar Jayanti,,Observance,Ambedkar Jayanti is a observance in India,Spring,4
IN,2028,2028-04-16,Easter Day,,Optional Holiday,"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief.",Spring,4
IN,2028,2028-05-01,International Worker's Day,,Observance,Unknown,Spring,5
IN,2028,2028-05-06,Bakrid,,National Holiday,"For India's more than 200 million Muslims, Bakrid, the Festival of Sacrifice, is one of the holiest days of the year.",Spring,5
IN,2028,2028-05-14,Mothers' Day,,Observance,Mother’s Day celebrates the achievements and efforts of mothers and mother figures.,Spring,5
IN,2028,2028-06-04,Muharram/Ashura,,National Holiday,"Muharram, or the Islamic New Year, is a public holiday in India.",Summer,6
IN,2028,2028-06-18,Fathers' Day,,Observance,Father’s Day celebrates fatherhood and male parenting on different dates worldwide.,Summer,6
IN,2028,2028-06-21T01:32:00+05:30,June Solstice,,Season,June Solstice in India (New Delhi),Summer,6
IN,2028,2028-06-24,Rath Yatra,,"Hinduism, Optional Holiday",Rath Yatra is a restricted holiday in India,Summer,6
IN,2028,2028-08-05,Raksha Bandhan (Rakhi),,"Hinduism, Optional Holiday",Raksha Bandhan is a Hindu festival that is celebrated on the full moon of the Hindu month of Shravana (Shravan Poornima). The day is also sometimes referred to as Brother and Sister Day because it honors the relationship between brother and sister.,Summer,8
IN,2028,2028-08-06,Friendship Day,,Observance,"For many Indian people, the first Sunday of August is dedicated to celebrating their best friends.",Summer,8
IN,2028,2028-08-13,Janmashtami,,"National Holiday, Hinduism","Krishna Janmashtami is a Hindu festival that celebrates the birth of Krishna, the eighth incarnation of the god Vishnu. It is celebrated on the eighth day of the Hindu month of Bhadrava (Bhadrapada), which is usually in August or September.",Summer,8
IN,2028,2028-08-13,Janmashtami (Smarta),,"Hinduism, Optional Holiday",Janmashtami (Smarta) is a restricted holiday in India,Summer,8
IN,2028,2028-08-15,Independence Day,,National Holiday,India's Independence Day is an annual gazetted holiday on August 15 to commemorate the day India became an independent nation.,Summer,8
IN,2028,2028-08-23,Ganesh Chaturthi/Vinayaka Chaturthi,,"Hinduism, Optional Holiday","Ganesh Chaturthi is the great Ganesha festival that celebrates the birthday of Lord Ganesha during the Hindu Month of Bhadra, which usually falls between mid-August and mid-September. It is also known as Vinayaka Chaturthi and can last up to 10 days.",Summer,8
IN,2028,2028-09-01,Onam,,"Hinduism, Optional Holiday",Onam is a restricted holiday in India,Autumn,9
IN,2028,2028-09-19,First Day of Sharad Navratri,,"Observance, Hinduism",First Day of Sharad Navratri is a observance and Hindu holiday in India,Autumn,9
IN,2028,2028-09-22T17:15:21+05:30,September Equinox,,Season,September Equinox in India (New Delhi),Autumn,9
IN,2028,2028-09-24,First Day of Durga Puja Festivities,,"Observance, Hinduism",First Day of Durga Puja Festivities is a observance and Hindu holiday in India,Autumn,9
IN,2028,2028-09-27,Dussehra,,"National Holiday, Hinduism","Dussehra, also known as Vijaya Dashami, is an Indian festival that celebrates good forces over evil forces. It spans for 10 days and is celebrated in varied traditions across India.",Autumn,9
IN,2028,2028-10-02,Mahatma Gandhi Jayanti,,National Holiday,Mahatma Gandhi's birthday is an annual gazetted holiday in India on October 2.,Autumn,10
IN,2028,2028-10-07,Karaka Chaturthi (Karva Chauth),,"Hinduism, Optional Holiday","Karwa Chauth is an annual one-day festival that honors the Hindu god Shiva and goddess Parvati. It is celebrated by all married Hindu women on the fourth day after the full moon in the Hindu month of Kartik, which is usually in October.",Autumn,10
IN,2028,2028-10-17,Diwali/Deepavali,,"National Holiday, Hinduism",Diwali is a festival of physical and spiritual light celebrated in October or November each year.,Autumn,10
IN,2028,2028-10-19,Bhai Duj,,"Hinduism, Optional Holiday",Bhai Duj is a Hindu festival that celebrates the relationship between a brother and a sister on the second day after the new moon in the Hindu month of Kartika.,Autumn,10
IN,2028,2028-10-23,Chhat Puja (Pratihar Sashthi/Surya Sashthi),,"Hinduism, Optional Holiday",Chhat Puja (Pratihar Sashthi/Surya Sashthi) is a restricted holiday in India,Autumn,10
IN,2028,2028-10-31,Halloween,,Observance,Halloween is a festive occasion that is celebrated in many countries on October 31 each year.,Autumn,10
IN,2028,2028-11-24,Guru Tegh Bahadur's Martyrdom Day,,Optional Holiday,Guru Tegh Bahadur's Martyrdom Day is a restricted holiday in India,Autumn,11
IN,2028,2028-12-01,Hazarat Ali's Birthday,,Optional Holiday,Hazarat Ali's Birthday is a restricted holiday in India,Winter,12
IN,2028,2028-12-13,First Day of Hanukkah,,Observance,"Hanukkah, also known as Chanukah or the Festival of Lights, is celebrated for 8 days between the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar.",Winter,12
IN,2028,2028-12-20,Last day of Hanukkah,,Observance,"Hanukkah, also known as Chanukah or the Festival of Lights, is celebrated for eight days between the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar.",Winter,12
IN,2028,2028-12-21T13:49:38+05:30,December Solstice,,Season,December Solstice in India (New Delhi),Winter,12
IN,2028,2028-12-24,Christmas Eve,,Optional Holiday,Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.,Winter,12
IN,2028,2028-12-25,Christmas,,National Holiday,"Many Christians celebrate Christmas Day, which is a gazetted holiday in India, on December 25 each year.",Winter,12
IN,2028,2028-12-31,New Year's Eve,,Observance,"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar.",Winter,12
IN,2029,2029-01-01,New Year's Day,,Optional Holiday,New Year’s Day is celebrated many countries such as in India on the January 1 in the Gregorian calendar.,Winter,1
IN,2029,2029-01-14,Pongal,,"Hinduism, Optional Holiday","Many southern states in India, particularly Tamil Nadu, celebrate Pongal as a thanksgiving for the good harvest season in mid-January every year.",Winter,1
IN,2029,2029-01-14,Makar Sankranti,,"Hinduism, Optional Holiday",Makar Sankranti is a restricted holiday in India,Winter,1
IN,2029,2029-01-17,Ramadan Start,,Observance,"Ramadan is a period of prayer, reflection and fasting for many Muslims worldwide. It is the ninth month in the Islamic calendar.",Winter,1
IN,2029,2029-01-19,Vasant Panchami,,"Hinduism, Optional Holiday","Vasant Panchami, or India’s spring festival, is a Hindu event that includes special rituals and highlights the start of spring.",Winter,1
IN,2029,2029-01-26,Republic Day,,National Holiday,India's Republic Day marks the anniversary of the adoption of the Indian constitution. It is an annual gazetted holiday in India on January 26.,Winter,1
IN,2029,2029-02-11,Maha Shivaratri/Shivaratri,,"National Holiday, Hinduism","Maha Shivratri is an annual festival dedicated to Shiva, the Hindu God of destruction. For devotees, is a day of reflection and meditation.",Winter,2
IN,2029,2029-02-13,Lunar New Year,,Observance,Lunar New year is an annual global celebration in many countries including India.,Winter,2
IN,2029,2029-02-14,Valentine's Day,,Observance,"Valentine’s Day is celebrated in many places worldwide, including in India, on February 14 each year.",Winter,2
IN,2029,2029-02-15,Ramzan Id,,National Holiday,"One day of Eid-ul-Fitar, which marks the end of Ramadan, is a gazetted holiday in India.",Winter,2
IN,2029,2029-02-19,Shivaji Jayanti,,Optional Holiday,Shivaji Jayanti is a restricted holiday in India,Winter,2
IN,2029,2029-03-01,Holi,,"National Holiday, Hinduism","Holi is a spring festival of colors celebrated by Hindus, Sikhs and others. It celebrates the triumph of good over evil and the upcoming season of spring. The festival can last up to sixteen days.",Spring,3
IN,2029,2029-03-20T13:32:02+05:30,March Equinox,,Season,March Equinox in India (New Delhi),Spring,3
IN,2029,2029-03-29,Maundy Thursday,,"Observance, Christian",Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.,Spring,3
IN,2029,2029-03-30,Good Friday,,National Holiday,Many Christians commemorate Jesus Christ’s crucifixion and death on Good Friday. It is a gazetted holiday in India.,Spring,3
IN,2029,2029-03-31,First day of Passover,,Observance,"During Passover, the Jewish people remember the liberation of the Israelites from slavery, their exodus from Egypt, and that their first-born children were spared during the 10th plague, as told in the Haggadah.",Spring,3
IN,2029,2029-04-01,Easter Day,,Optional Holiday,"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief.",Spring,4
IN,2029,2029-04-14,Ugadi,,"Hinduism, Optional Holiday",Ugadi is a restricted holiday in India,Spring,4
IN,2029,2029-04-14,Gudi Padwa,,"Hinduism, Optional Holiday",Gudi Padwa is a restricted holiday in India,Spring,4
IN,2029,2029-04-14,Ambedkar Jayanti,,Observance,Ambedkar Jayanti is a observance in India,Spring,4
IN,2029,2029-04-22,Rama Navami,,"National Holiday, Hinduism","Rama Navami is a Hindu festival that celebrates the birth of Rama, the first son of King Dasaratha of Ayodhya.",Spring,4
IN,2029,2029-04-25,Bakrid,,National Holiday,"For India's more than 200 million Muslims, Bakrid, the Festival of Sacrifice, is one of the holiest days of the year.",Spring,4
IN,2029,2029-05-01,International Worker's Day,,Observance,Unknown,Spring,5
IN,2029,2029-05-13,Mothers' Day,,Observance,Mother’s Day celebrates the achievements and efforts of mothers and mother figures.,Spring,5
IN,2029,2029-05-25,Muharram/Ashura,,National Holiday,"Muharram, or the Islamic New Year, is a public holiday in India.",Spring,5
IN,2029,2029-06-17,Fathers' Day,,Observance,Father’s Day celebrates fatherhood and male parenting on different dates worldwide.,Summer,6
IN,2029,2029-06-21T07:18:16+05:30,June Solstice,,Season,June Solstice in India (New Delhi),Summer,6
IN,2029,2029-07-13,Rath Yatra,,"Hinduism, Optional Holiday",Rath Yatra is a restricted holiday in India,Summer,7
IN,2029,2029-08-05,Friendship Day,,Observance,"For many Indian people, the first Sunday of August is dedicated to celebrating their best friends.",Summer,8
IN,2029,2029-08-15,Independence Day,,National Holiday,India's Independence Day is an annual gazetted holiday on August 15 to commemorate the day India became an independent nation.,Summer,8
